id,title,type,score,status,volumes,chapters,synopsis,picture_url,web_url,title_english
915,Girls of the Wild's,manhwa,7.58,finished,,260,"The elite all-girls Wild's Private High School has bred some of the strongest and most renowned martial artists in the world. To help foster these skills, the school hosts the Wild's League, a brutal martial arts tournament where only the strongest fighters prevail. Reigning above all other students is the current champion ""Queen,"" a beautiful S-Class mixed martial artist named Yoon In Gyi, who has mastered various forms of fighting. 

When Wild's High breaks its 42-year-old tradition of female exclusivity and allows male applicants, only one is desperate enough to try: the weak and impoverished Song Jae Gu, who is granted a full scholarship. After a meeting with the cute taekwondo practitioner Choi Dal Dal, the boisterous boxer Lee Moon Young, and Queen in a tense confrontation, Jae Gu soon realizes that he must quickly learn to fend for himself in this dangerous battlefield.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/83615l.jpg,https://myanimelist.net/manga/45275/Girls_of_the_Wilds,
916,Mondaiji-tachi ga Isekai kara Kuru Sou desu yo?,light_novel,8.23,finished,12,125,"Izayoi Sakamaki, Asuka Kudou, and You Kasukabe have tremendous psychic powers and are bored with the regular world. An envelope arrives for each person, and when each opens their envelope, they are stunned to see the scenery around them change to a world they had never encountered before. They've been summoned by the Black Rabbit to help the community ""No Name"" to overthrow the Devil King.

(Source: Crunchyroll)",https://cdn.myanimelist.net/images/manga/2/81003l.jpg,https://myanimelist.net/manga/45855/Mondaiji-tachi_ga_Isekai_kara_Kuru_Sou_desu_yo,
917,Yuusha Goikkou no Kaerimichi,one_shot,7.88,finished,,1,"The four heroes are on their way home after their final confrontation with the Demon King. Led by the talkative mage of the group, Nina, they head to the other heroes' hometown of Pocca. On the journey home, she reminisces about her past as a stray orphan and the family she found consisting of the hero and his two companions. However, despite the warm atmosphere on the surface, dread looms over Nina as she thinks about the villagers' reactions to their long-awaited return. After all, the news she has to deliver may not be something they would like to hear...

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/224032l.jpg,https://myanimelist.net/manga/114754/Yuusha_Goikkou_no_Kaerimichi,
918,Rekka no Honoo,manga,7.72,finished,33,330,"Often considered untrustworthy, Japanese ninja were in fact unwaveringly loyal to their masters. But in modern-day Japan, high school student and self-proclaimed ninja Rekka Hanabishi finds it difficult to carry on their legacy, that is, until he saves a cute girl named Yanagi Sakoshita from a group of delinquents.

In the aftermath of the event, Rekka deems Yanagi worthy of being his master, swearing to protect her. As a sign of their trust, the two reveal their most valuable secrets to each other: Yanagi can quickly heal wounds, while Rekka can create fire with just a snap of his fingers. However, their dazzling exchange does not go unnoticed as a mysterious woman called Kage Houshi appears. She somehow knows about their powers and threatens them, claiming Rekka must be returned, for he is the only one who can kill her.

The pair hold their ground, but before things can escalate any further, Kage Houshi calmly leaves. Thinking the crisis is over, Rekka and Yanagi continue their daily lives, unaware that they are about to be dragged into a centuries-long ninja conspiracy with the lives of their friends and their own on the line.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/186157l.jpg,https://myanimelist.net/manga/136/Rekka_no_Honoo,Flame of Recca
919,Blood Lad,manga,7.59,finished,17,85,"Staz Charlie Blood is a merciless and powerful district leader of the Demon World. However, Staz is also a lax vampire who refuses to drink human blood and bears a strange obsession with human culture, taking a keen interest in Japan.

So, when a cute human girl named Fuyumi Yanagi wanders into the midst of the Demon World, Staz develops an interest in her and uses this rare opportunity to consult her on human society. However, their conversation is cut short when a rival demon challenges his rule. Momentarily leaving Fuyumi, Staz swiftly defeats his opponent, but finds that Fuyumi was eaten by a carnivorous plant in his absence!

Fortunately, Fuyumi is not completely gone, as she now simply exists as a ghost in the Demon World. However, Fuyumi has lost the human appeal that mesmerized Staz in the first place. As a result of this, he becomes determined to find a spell to resurrect her body. This means traveling to the human worldâ€”a dream come true for Stazâ€”where he, Fuyumi, and their associates' misadventurous quest is just about to begin.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/187779l.jpg,https://myanimelist.net/manga/21614/Blood_Lad,Blood Lad
920,Otokogokoro,manga,7.86,finished,1,7,"1. Otokogokoro
2. Otonagokoro
3-4. Kiss kiss Kiss
5. Nibukoi
6. Hiiragi-senpai no Koi no Ohanashi
7. W Pure",https://cdn.myanimelist.net/images/manga/5/184240l.jpg,https://myanimelist.net/manga/47953/Otokogokoro,
921,Sono Yubi dake ga Shitteiru,manga,7.92,finished,1,4,"At Wataru Fujii's high school, it's all the rage to wear paired rings with the girl you love. Wataru wears one though he is single, and one day inadvertently discovers that his ring pairs up with that of tall, handsome, and smart Yuichi Kazuki, the senior classman idolized by the entire school. Though Kazuki has a reputation for being kind to all, when dealing with Wataru, he is strangely harsh. Their paired rings somehow draw them together and the two alternately clash and attract, as they must sort out their budding feelings for each other.",https://cdn.myanimelist.net/images/manga/1/251373l.jpg,https://myanimelist.net/manga/892/Sono_Yubi_dake_ga_Shitteiru,Only the Ring Finger Knows
922,Inuyashiki,manga,7.59,finished,10,85,"Ichirou Inuyashiki is an old father worn down by the hardships of life, rendering him helpless and weak. Although he is friendless, unloved by his family, and diagnosed with cancer, he decides to try living his best life and adopts a dog. However, while walking his dog one night, the reality of his hopeless situation settles in and he breaks into sobs in a park. But that sadness is short-lived as an encounter with an extraterrestrial object leaves him with a healthy yet mechanical body. Unsettled by the foreign body and his inability to cry anymore, Inuyashiki starts to believe he has lost his humanity.

However, one night, he saves a homeless man from death, and the sight of the happy and grateful man moves him to tearsâ€”proving to him that he is still a human. From that moment onward, Inuyashiki resolves to put his new power to use for the purpose of saving those in need.

Unfortunately, his joy doesn't last for long, for he finds that there is a new threat determined to revel in its own newfound power through horrifying means. Thus, Inuyashiki's mission turns from being a small-time neighborhood hero to a guardian against a thriving monster.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/156353l.jpg,https://myanimelist.net/manga/64465/Inuyashiki,Inuyashiki
923,Acid Town,manga,7.9,currently_publishing,,,"In a bleak city where gangs hold more authority than the law, Yukio ""Yuki"" Kousei and his close friend Tetsushi ""Tetsu"" deal fake drugs in the back alleys to earn some cash. However, with a chronically ill little brother in need of hospitalization, Yuki and Tetsu set their sights on a vault located in the office of the Seidoukaiâ€”a well-known yakuza groupâ€”in hopes of acquiring a large sum of untraceable money.

Their plan does not pan out, but Yuki catches the interest of the young boss, Kazutaka Hyodo, who promises to take care of his brother's hospital bills and let them go unpunished. But as all deals come with a price, Hyodo tells him to come to his office alone once a weekâ€”without fail. With his brother's health as his first priority, Yuki accepts without hesitation and begins to keep his end of the bargain, all while tension brews between Seidoukai and a rising gang thirsty for power.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/26516l.jpg,https://myanimelist.net/manga/14498/Acid_Town,
924,Subete no Jinrui wo Hakai suru. Sorera wa Saisei Dekinai.,manga,8.08,currently_publishing,,,"The year is 1998. Hajime Kanou is a junior high student enthralled with the collectible card game Magic: The Gatheringâ€”dubbed ""Magic"" for shortâ€”playing with his classmates every day during breaks. His loud group often catches the attention of Emi Sawatari, the top student who berates Hajime's group for bringing such games to school. Hajime sees Emi as his self-proclaimed rival and challenges her to academic battles, which frequently result in his defeat.

One day, Hajime pays a visit to a card shop that specializes in Magic. Much to his surprise, not only does he find Emi inside, but he also discovers that she is the undisputed best Magic player in the store. This meeting sparks a slow but steady change in their relationship, as they grow to know each other better through various Magic duels. With the turn of the millennium drawing close, the saga of two youth begins.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/220187l.jpg,https://myanimelist.net/manga/116539/Subete_no_Jinrui_wo_Hakai_suru_Sorera_wa_Saisei_Dekinai,Destroy all humankind. They can't be regenerated.
925,One Piece: Episode A,manga,8.15,finished,,4,"The infamous Portgas D. Ace's departure from Dawn Island marks the beginning of his pirate adventure, and he immediately finds himself deserted on an uninhabited, desolate island. There, he meets a mysterious man, who quickly becomes drawn to Ace's personality and befriends him. Aiming to get themselves off the island, the duo decides to work together to build a boat.

However, due to a lack of food on the isle, the pair only have so much time to finish making their craft, causing tension to arise between the two. Nonetheless, the appearance of a special fruit may give them the hope needed to escape the islandâ€”because if they succeed, they vow to sail the Grand Line together.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/253330l.jpg,https://myanimelist.net/manga/128594/One_Piece__Episode_A,
926,"Kuzumi-kun, Kuuki Yometemasu ka?",manga,7.61,finished,8,63,"Erika Sakura is her high school's most popular and attractive girlâ€”many guys would love to date her and the girls worship her. For the sake of her reputation, she cannot see herself in a relationship with someone such as her classmate Kuzumi who is lame, boring, and dull. Unfortunately, fascinated with his quirky actions and lifestyle, Erika's mind is filled with Kuzumi and she seems unable to keep her eyes off him. 

Erika's interest in Kuzumi causes her to see the type of caring person that he really is. As other classmates chime in with curiosity about the school's madonna, events lead to Erika associating with the last person she ever expected to be involved with.

[Written by MAL Rewrite]


Included one-shot:
Volume 2, 5: Soga ga Kininaru! (pilot)",https://cdn.myanimelist.net/images/manga/1/171213l.jpg,https://myanimelist.net/manga/96050/Kuzumi-kun_Kuuki_Yometemasu_ka,"Kuzumi-kun, Can't You Read the Room"
927,Teito Seihai Kitan: Fate/type Redline,manga,8.27,currently_publishing,,,A remake of the comedy spin-off manga Koha-Ace GO: Teito Seihai Kitan.,https://cdn.myanimelist.net/images/manga/2/234884l.jpg,https://myanimelist.net/manga/123444/Teito_Seihai_Kitan__Fate_type_Redline,
928,Opus,manga,7.77,finished,2,19,"As a conclusion to his serialized work ""Resonance,"" mangaka Chikara Nagai plans to kill off Lin, one of the most important characters, in an unexpected turn of events according to the popular view. Following a session of mostly negative feedback from his editor, Nagai faces yet another sleepless night drawing the last few panels of his manga.

In drowsiness, he discovered a furious Lin escaping after stealing the manga spread where he dies. Before Nagai can process anything, he gets sucked into the world of his own creation and finds himself amid a fight scene between the heroine Satoko Miura and the villain, ""The Masque."" Unable to distinguish between dream and reality, Nagai works with Satoko to search for an alternate ending to the manga, so he can find an exit and return to the real world.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/262552l.jpg,https://myanimelist.net/manga/23736/Opus,Satoshi Kon's Opus
929,Kono Bijutsubu ni wa Mondai ga Aru!,manga,7.74,currently_publishing,,,"Mizuki Usami is a member of Tsukumori Middle School's art club. Despite putting a lot of effort into the club, Usami soon realizes one thingâ€”all of the other members are not taking the club seriously at all! The president, who has never been motivated to draw anything, spends his time snoozing on the clubroom couch. Collette Colletour, a mischievous and energetic girl, likes to play pranks on her fellow members. Subaru Uchimaki, a skilled artist capable of winning prizes, instead uses his talent to create the perfect 2D bride.

Usami's middle school youth may not be as peaceful as she wishes, but there is never a dull moment during her time in the art club. And maybeâ€”just maybeâ€”they will find some time for art as well.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/261048l.jpg,https://myanimelist.net/manga/50331/Kono_Bijutsubu_ni_wa_Mondai_ga_Aru,
930,Tekkon Kinkreet,manga,8.02,finished,3,33,"Orphaned on the mean streets of Treasure Town, lost boys Black and White must mug, steal and fight to survive. Around them moves a world of corruption and loneliness, small-time crooks and neurotic police officers, and a band of sadistic yakuza who have plans for their once-fair city. Can they rise above their environment? Surreal manga influenced by European comics.",https://cdn.myanimelist.net/images/manga/2/151420l.jpg,https://myanimelist.net/manga/442/Tekkon_Kinkreet,Tekkonkinkreet: Black & White
931,Citrus,manga,7.57,finished,10,50,"Yuzu Aihara is a girl who loves fashion and is always worried about her appearance. She likes to go out with her friends, but has never kissed or dated anyone before. But her life turns upside down when her mother remarries and Yuzu is transferred to a very strict all-girls school, where she can't wear makeup and earrings or even bring a cellphone. Deciding to rebel, she dresses how she likes on her first day, and because of that, she is called out in front of the entire school by the student council president: Mei Aihara, a girl who is the complete opposite of Yuzu.

To make her situation worse, when Yuzu gets home, she finds out that she has a new sister, and it turns out to be none other than Mei herself. Annoyed with the circumstances, the student council president kisses her, in an effort to prove a point. However, everything changes when Yuzu seems to like it and can't stop thinking about it.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/185905l.jpg,https://myanimelist.net/manga/50145/Citrus,Citrus
932,Dr. Stone Reboot: Byakuya,manga,7.7,finished,1,9,"What did humanity's final astronaut, Byakuya Ishigami, do when he saw everyone on earth turn to stone from the international space station? A special side story written and drawn by Boichi Sensei himself! The first simultaneous series and side story serialization in Weekly Shonen Jump history!

(Source: MANGA Plus)",https://cdn.myanimelist.net/images/manga/2/227742l.jpg,https://myanimelist.net/manga/122464/Dr_Stone_Reboot__Byakuya,Dr. Stone Reboot: Byakuya
933,Tenshi ja Nai!!,manga,7.88,finished,8,40,"In the play of life, all Hikaru Takabayashi wanted was to be part of the scenery. Tormented by jealous schoolmates ever since she appeared in a famous commercial in grade-school, Hikaru transfers to a prestigious all-girls' academy where she hopes to settle down to a quiet life of anonymity. But when her new roommate turns out to be the super-popular TV idol Izumi Kido, Hikaru finds herself thrown smack in the spotlight's glare once more!

And as if living with a celebrity wasn't bad enough, Hikaru discovers that there's more to Izumi than her ""good girl"" imageâ€”she's a he! And this is only the first of Izumi's many dangerous secrets! Now Hikaru's the unwilling star player in a madcap tale of deception, abduction, humiliation and blackmail... you knowâ€”the usual romantic stuff.

(Source: Go! Comi)",https://cdn.myanimelist.net/images/manga/3/217l.jpg,https://myanimelist.net/manga/820/Tenshi_ja_Nai,I'm no Angel!
934,Rakudai Kishi no Cavalry,light_novel,7.95,currently_publishing,,,"In a time and place where one's soul can be morphed into a weapon, there are modern-day magicians called Mage-Knights. Although Kurogane Ikki is a student at an institution that trains Mage-Knights, he has no particular talent in magic and is labeled the ""Failure Knight"" or ""Worst One."" Getting way less than average marks in the scorings, he was forced to repeat a year. But with the arrival of a new head of the institution, a new rule was created: knights whose abilities are compatible, as decided by the board, must share rooms and attend practice and training together throughout their school years to bring up their abilities to the max. It is a rule to implement the absolute verdict of ability.

Ikki's roommate, Stella Vermillion, turns out to be a princess of another foreign country. Stella is a Rank A knight: the type of genius in magic who only appears once a decade. When Ikki walked in on her while she was changing her clothes, it caused a huge misunderstanding, which eventually ended up in a duel between the two of them. The punishment for the losing side is Eternal Submission to the winning side.

Forced to live the same room and practice magic together throughout all their school years, how will Stella and Ikki's relationship evolve?

(Source: Baka-Tsuki)",https://cdn.myanimelist.net/images/manga/2/157992l.jpg,https://myanimelist.net/manga/57201/Rakudai_Kishi_no_Cavalry,Chivalry of a Failed Knight
935,Sakurasou no Pet na Kanojo,light_novel,8.01,finished,13,,"Sorata Kanda, an amicable student enrolled at Suimei High School, is evicted out of the student dorms for adopting a stray cat. Having his kindness backfire on him, he ends up at the notorious ""Sakura Hall,"" where he meets its residentsâ€”a cast of eccentric, artistic prodigies. Stuck with an increasing number of stray cats in addition to being average amongst geniuses, Sorata is determined to find new owners for these cats and leave Sakura Hall for good.

Shortly after moving in, his life is further thrown into disarray as he is tasked with taking care of Mashiro Shiina, a new transfer student and aspiring manga author. Despite being a world-renowned artist, she lacks common sense and is utterly incapable of looking out for herself. With the support of their fellow Sakura Hall residents, Sorata and Mashiro grow ever closer as they weave through the webs of expectations and determine their self-worth, striving to discover their true calling in life.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/159577l.jpg,https://myanimelist.net/manga/30051/Sakurasou_no_Pet_na_Kanojo,
936,Hakushaku Cain Series,manga,7.92,finished,5,25,"Delve into the tortured past of Earl Cain C. Hargreaves, charismatic heir to a wealthy family full of secrets, lies and unthinkable crimes. The prequel to the Godchild series, The Cain Saga  follows the young Cain as he attempts to unravel the secrets of his birth, all the while solving each new mystery that comes his way.

(Source: VIZ Media)",https://cdn.myanimelist.net/images/manga/3/160529l.jpg,https://myanimelist.net/manga/885/Hakushaku_Cain_Series,The Cain Saga
937,Ai Kora,manga,7.66,finished,12,120,"Maeda Hachibei is peculiar, because, when most males lusting after gorgeous females, he instead lusts after discrete parts. When he relocates to Tokyo to attend school, he finds himself living in a dormitory with five females, each possessing a distinct ideal physical trait he desires: gorgeous blue eyes, bullet-train breasts, a deep dulcet voice, and straight ""anime-esque"" legs. Can he manage to keep his wits when these women surround him? Although you would not be completely incorrect if you believe this is like Love Hinaâ€¦ Hachibei is no Keitaro. 

(Source: Musashi Quality)

Included one-shot:
Volume 12: The Boy Who Heard Too Much",https://cdn.myanimelist.net/images/manga/2/60629l.jpg,https://myanimelist.net/manga/615/Ai_Kora,
938,Viral Hit,manhwa,8.04,currently_publishing,,,"Bullied by his classmate and popular Newtube streamer Pakgo, Yoo Hobin's high school days are filled with humiliation and abuse. His troubles don't end there though; outside of school, Hobin slaves away at a part-time job to pay for his mother's hospital bills. One day, Hobin accidentally spills ramen on Pakgo's cameraman ""Jiksae,"" tripping over a cord and disconnecting the other boy from his gaming stream. Finally fed up with his miserable lifestyle, Hobin fights back and ends up in a pathetic brawl with Jiksae.

The next morning, it is revealed that the camera from Jiksae's stream had been recording the two boys' entire embarrassing fight. Moreover, the footage was accidentally uploaded to Newtube and had gone viral overnight, earning Hobin a whopping ten million won from viewership.

Drawn to the money Newtube streaming can offer him and his mother, Hobin works together with unlikely ally Jiksae to produce more videos of him fighting and see how far Newtube streaming can take them. Taking on bullies like Pakgo and other seemingly unsurpassable opponents, Hobin will either rise to the top of the streaming world or finally meet a foe he can't outsmart.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/248716l.jpg,https://myanimelist.net/manga/139164/Viral_Hit,Viral Hit
939,Demi-chan wa Kataritai,manga,7.74,currently_publishing,,,"Succubus, Dullahan and Vampire. They are known as Ajin, or ""demi""s and are slightly different than the average human. They have lived alongside humans for ages under persecution. However, in recent years, they have become accepted as members of society. This manga follows a high school biology teacher who has a great interest in demis and his interaction with the various demis in his school, each with their own cute problems.

(Source: MU)",https://cdn.myanimelist.net/images/manga/2/188778l.jpg,https://myanimelist.net/manga/82745/Demi-chan_wa_Kataritai,Interviews with Monster Girls
940,NightS,manga,7.8,finished,1,6,"1. NightS
2. Kanjou Spectrum
3-4. Reply
5. Sankagetsu Go no Reply
6. Night one month after",https://cdn.myanimelist.net/images/manga/3/263650l.jpg,https://myanimelist.net/manga/16061/NightS,NightS
941,Starlike Words,manga,7.66,finished,1,6,"High school student Subaru wouldnâ€™t reject a sexual favour, but dating is out of the question when heâ€™s not in love. 

Stumbling upon a beautiful painting in school, he knows heâ€™s found his first love â€“ the artist behind the work. But winning the heart of his love interest isnâ€™t going to be easy, particularly with his promiscuous lifestyleâ€¦   

(Source: MU)
",https://cdn.myanimelist.net/images/manga/1/86487l.jpg,https://myanimelist.net/manga/25682/Starlike_Words,
942,Escape Journey,manga,7.84,finished,3,19,"In college, Naoto has an unexpected reunion with ex-boyfriend Taichi who he broke up with for denouncing him as ""sexual gratification."" Naoto had been firmly influenced by his hatred of this past incident but, little by little his heart is starting to forgive Taichi who has really grown when compared to their time in high school... While that's happening, their friend Fumi-chan seems to be in love with Taichi...? When they are friends, they have extraordinary compatibility, but turning it into love isn't going too well. A love story filled with emotional scars.",https://cdn.myanimelist.net/images/manga/2/165587l.jpg,https://myanimelist.net/manga/93609/Escape_Journey,Escape Journey
943,My Home Hero,manga,7.93,currently_publishing,,,"Tetsuo Tosu, an ordinary salaryman, discovers his daughter, Reika, has been physically abused by her boyfriend, Nobuto Matori. Trying to learn more about him, Tetsuo uncovers Matori's scheme to extort money from Reika's wealthy grandparents and finds out that he is a member of a crime syndicate, with a history of murdering his former girlfriends.

Filled with rage and fear at the thought of Reika being in danger, Tetsuo ends up killing Nobuto, and with the help of his wife, Kasen, successfully disposes of the body. Now, as the members of the syndicate begin to question Nobuto's sudden disappearance, Tetsuo and Kasen must work together to ensure the safety of their daughter and prevent her from getting involved in the predicament any further.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/200302l.jpg,https://myanimelist.net/manga/108032/My_Home_Hero,
944,Kiniro no Corda,manga,7.81,finished,17,75,"Every few years, the prestigious Seiso Academy holds a prominent musical competition, and only the very best students at the Academy are allowed to participate. Though all are eligible to apply, only students from the music department actually make it to the competition...until now.

(Source: VIZ Media)",https://cdn.myanimelist.net/images/manga/3/19430l.jpg,https://myanimelist.net/manga/1051/Kiniro_no_Corda,La Corda d'Oro
945,Joou to Shitateya,manga,7.9,finished,1,7,"Accepting his superior's recommendation, interior designer Oumi Jouno pays a visit to a fabled tailor shop in the back of an antique street. He is skeptical about the shop's stellar reputation; apparently, an urban legend is making the rounds that donning their suit will bring instant success to the wearer. The shop's interiors may be classy and to die for, but his initial impression of the surly, blunt owner, Tetsuya Shida does nothing to improve his opinionâ€”especially when Shida refuses to prioritize Oumi's order and calmly tells him to wait an entire month! Oumi is quick to leave, vowing never to visit the shop again. However, one glimpse at the tailor's gentle smile while he works is enough to intrigue the stubborn interior designer and bring him back. Joou to Shitateya is the story of what happens when an unstoppable force meets an immovable objectâ€”and falls irrevocably in love.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/1/186508l.jpg,https://myanimelist.net/manga/99221/Joou_to_Shitateya,Queen and the tailor
946,Gomashio to Pudding,manga,7.95,finished,3,22,"Twenty-two-year-old Haruhi Fukunaga lives her dream life in Tokyo working her long-desired job as a heavy machine operator. When her father suddenly demands that she return to the countryside to help with the family business, a frustrated Haruhi decides to visit a bar for a few drinks. The next morning, she discovers thatâ€”in her drunken stuporâ€”she had married a man twice her age! Feeling partially responsible for the incident, Haruhi's now-husband Nagato Sunohara determines to assist his new bride in convincing her father that Tokyo is where she truly belongs.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/238374l.jpg,https://myanimelist.net/manga/131807/Gomashio_to_Pudding,
948,Origin,manga,7.67,finished,10,87,"The year is AD 2048. Japan is connected to the Eurasian continent by a transcontinental railroad. The capital, Tokyo, has become a crucible of criminals and terrorists. And so, in the metropolitan darkness a mysterious presence attacks and slaughters people, unnoticed, night after night... Just what are these ""things that are not human"" living in hiding in the human world? And just who is this ""Origin"" person who faces them?",https://cdn.myanimelist.net/images/manga/3/187163l.jpg,https://myanimelist.net/manga/101119/Origin,
949,Gokurakugai Sanban-doori no Ken,one_shot,7.71,finished,,1,"The ""problem solvers"" spring into action in the Gokuraku district, a distinguished, lawless district...",https://cdn.myanimelist.net/images/manga/3/229430l.jpg,https://myanimelist.net/manga/125448/Gokurakugai_Sanban-doori_no_Ken,
950,Michiru Heya,doujinshi,7.92,finished,13,,"Reno has a new roommate, his name is Roje, and there seem to be a lot of nasty rumours about him in this boys' school. They call him ""Casanova,"" he sells his body to almost anyone willing to pay for it. Reno is surprised to find that, for Roje, this is only business; transaction is over when people get the wrong idea about something that's just sex. Reno just wonders how is that such a nice person can be so cold at times, why is it that he can do those things as if it means nothing? and why he can't get close enough even when they are friends...naturally, curiosity becomes a heavy load.

Will Reno be able to suppress these feelings? Especially when Roje seems to be interested in nothing but money...

(Source: Queen2408)",https://cdn.myanimelist.net/images/manga/2/15815l.jpg,https://myanimelist.net/manga/11670/Michiru_Heya,
951,Winter Woods,manhwa,8.09,finished,7,55,"A few thousand years has passed since an alchemist created Winter. He is now living with Jane learning what it means to be alive as a human.

(Source: LINE Webtoon)",https://cdn.myanimelist.net/images/manga/3/208547l.jpg,https://myanimelist.net/manga/113671/Winter_Woods,Winter Woods
952,Akagi: Yami ni Oritatta Tensai,manga,8.09,finished,36,306,"While mahjong is a game that is often played with family and friends, it is also a game that is played in the darkest corners of society. Nangou is a compulsive gambler who has accumulated debt over three million yen. In a last ditch attempt to clear his record, he decides to wager his life on a game of mahjong with the mafia. Unfortunately, as the game progresses, Nangou only moves further from the prize and closer to death.

When all hope seems lost, the game parlor is suddenly intruded upon by Shigeru Akagi, a young boy on the run from the police. Desperate to turn the game around, Nangou hands the game over to Akagi after teaching him a few of the rules. The mafia can only smirk as Akagi sits down to play. However, they soon come to learn that Akagi is a natural born gambler. An imposing figure who does not fear death. One who is destined to become a legend.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/191155l.jpg,https://myanimelist.net/manga/1218/Akagi__Yami_ni_Oritatta_Tensai,
953,Kishibe Rohan wa Ugokanai,manga,7.76,currently_publishing,,,"The spin-off focusing on Kishibe Rohan, an eccentric mangaka with the ability to read people's memories, an ability called ""Heaven's Door."" He seeks out the supernatural to see for himself what his mysterious ability is all about.

Volume 1
1. Episode #16: Zangeshitsu (At a Confessional)
2. Episode #02: Mutsukabezaka (Mutsukabe Hill)
3. Episode #05: Fugou Mura (Millionaire Village)
4. Episode #06: Mitsuryou Kaigan (Poaching Reef)
5. Kishibe Rohan Gucci e Iku (Rohan da Gucci, Rohan goes to Gucci)

Volume 2
1. Episode #04: Mochizuki-ke no Otsukimi (Mochizuki Family Moon Viewing)
2. Episode #07: Getsuyoubi: Tenki - Ame (Monday, Sunshower)
3. Episode #08: D.N.A
4. Episode #09: The Run",https://cdn.myanimelist.net/images/manga/3/210302l.jpg,https://myanimelist.net/manga/61959/Kishibe_Rohan_wa_Ugokanai,Thus Spoke Kishibe Rohan
954,Silver Diamond,manga,8.26,finished,27,82,"Rakan Sawa is a normal high school student living a quiet life alone, tending to his many lush plants. This peace is disrupted when a foreign man and several dangerous creatures suddenly crash into his garden. The man immediately turns his odd plant-like weapon on Rakan, but after seeing it respond to Rakan's touch, his attitude completely changes. The man, Chigusa, declares that Rakan is a precious ""sanome,"" a person who can cultivate plant life at will.

Being the last known sanome, Chigusa vows to protect Rakan at all costs and asks for his support. Chigusa is an infamous outlaw that aims to destroy the ""ayame,"" creatures that siphon life from his dying world, including the current prince who oddly looks exactly like Rakan.

Rakan travels to Chigusa's desert world that is filled with despondent people, strange creatures, spirits, and magic. Along the way, they gather more followers and supporters in their quest to return green to the barren, decaying land.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/190777l.jpg,https://myanimelist.net/manga/1208/Silver_Diamond,Silver Diamond
955,Teppuu,manga,7.65,finished,8,35,"Perpetually bored, Natsuo Ishidou has been physically adept for as long as she can remember. Her ability to almost instantly pick up any kind of sport has left her constantly searching for any kind of challenge. However, because she rarely finds anything difficult, she has developed a narcissistic and apathetic attitude toward everyone around her.

One day, Natsuo sees a fellow student trying to advertise a mixed martial arts club. When the girl, named Yuzuko Mawatari, targets Natsuo from the crowd and extends an invitation to her, she becomes irritated with her demeanor and accepts the request in an attempt to discover why Yuzuko seems to be so carefree.

But while Natsuo participates in the mixed martial arts club, people from her past still have a bone to pick with her. Can she deal with the consequences of her poor attitude while rising to the challenge of someone who may actually be stronger than her?

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/2/159802l.jpg,https://myanimelist.net/manga/11366/Teppuu,
956,O.B.,manga,7.89,finished,2,11,"Even with the distance between them, Hikaru Kusakabe and Rihito Sajou have not given up on their promise to each other. Each time Kusakabe visits Sajou, their bond is strengthened and they are reminded of the passion they share. But on those silent days without so much as a phone call, Sajou is focused on his studies and socializing with his new friends.

When Kinosaki, Sajou's classmate, learns about Sajou's relationship with Kusakabe, it takes him by surprise. Despite wanting Sajou all for himself, he is supportive of the couple. However, Kinosaki might not be a threat to their relationship, as the sight of the warmth between the two men shows that the future they are about to face together is too special to ruin.

[Written by MAL Rewrite]",https://cdn.myanimelist.net/images/manga/3/114943l.jpg,https://myanimelist.net/manga/39565/OB,Classmates: O.B.
